2018-09-07;12:00;344.2
2018-09-07;12:15;325.9
2018-09-07;12:30;307.6
2018-09-07;12:45;289.31
2018-09-07;12:00;271.01
2018-09-07;12:15;211.26
2018-09-07;12:30;151.5
2018-09-07;12:45;91.75
2018-09-07;13:00;32.0
2018-09-07;13:15;106.9
2018-09-07;13:30;181.8
2018-09-07;13:45;256.7
2018-09-07;13:00;331.6
2018-09-07;13:15;304.52
2018-09-07;13:30;277.43
2018-09-07;13:45;250.34
2018-09-07;13:00;223.26
2018-09-07;13:15;175.44
2018-09-07;13:30;127.63
2018-09-07;13:45;79.82
2018-09-07;14:00;32.0
2018-09-07;14:15;119.95
2018-09-07;14:30;207.9
2018-09-07;14:45;295.85
2018-09-07;14:00;383.8
2018-09-07;14:15;353.49
2018-09-07;14:30;323.18
2018-09-07;14:45;292.88
2018-09-07;14:00;262.57
2018-09-07;14:15;205.93
2018-09-07;14:30;149.28
2018-09-07;14:45;92.64
2018-09-07;15:00;36.0
2018-09-07;15:15;110.55
2018-09-07;15:30;185.1
2018-09-07;15:45;259.65
2018-09-07;15:00;334.2
2018-09-07;15:15;314.4
2018-09-07;15:30;294.59
2018-09-07;15:45;274.78
2018-09-07;15:00;254.98
2018-09-07;15:15;199.74
2018-09-07;15:30;144.49
2018-09-07;15:45;89.24
2018-09-07;16:00;34.0
2018-09-07;16:15;87.7
2018-09-07;16:30;141.4
2018-09-07;16:45;195.1
2018-09-07;16:00;248.8
2018-09-07;16:15;236.43
2018-09-07;16:30;224.06
2018-09-07;16:45;211.7
2018-09-07;16:00;199.33
2018-09-07;16:15;155.5
2018-09-07;16:30;111.66
2018-09-07;16:45;67.83
2018-09-07;17:00;24.0
2018-09-07;17:15;63.35
2018-09-07;17:30;102.7
2018-09-07;17:45;142.05
2018-09-07;17:00;181.4
2018-09-07;17:15;170.58
2018-09-07;17:30;159.76
2018-09-07;17:45;148.94
2018-09-07;17:00;138.12
2018-09-07;17:15;109.59
2018-09-07;17:30;81.06
2018-09-07;17:45;52.53
2018-09-07;18:00;24.0
2018-09-07;18:15;86.9
2018-09-07;18:30;149.8
2018-09-07;18:45;212.7
2018-09-07;18:00;275.6
2018-09-07;18:15;238.04
2018-09-07;18:30;200.48
2018-09-07;18:45;162.91
2018-09-07;18:00;125.35
2018-09-07;18:15;100.51
2018-09-07;18:30;75.68
2018-09-07;18:45;50.84
2018-09-07;19:00;26.0
2018-09-07;19:15;79.45
2018-09-07;19:30;132.9
2018-09-07;19:45;186.35
2018-09-07;19:00;239.8
2018-09-07;19:15;209.68
2018-09-07;19:30;179.55
2018-09-07;19:45;149.43
2018-09-07;19:00;119.3
2018-09-07;19:15;96.48
2018-09-07;19:30;73.65
2018-09-07;19:45;50.82
2018-09-07;20:00;28.0
2018-09-07;20:15;77.7
2018-09-07;20:30;127.4
2018-09-07;20:45;177.1
2018-09-07;20:00;226.8
2018-09-07;20:15;198.63
2018-09-07;20:30;170.46
2018-09-07;20:45;142.28
2018-09-07;20:00;114.11
2018-09-07;20:15;93.08
2018-09-07;20:30;72.06
2018-09-07;20:45;51.03
2018-09-07;21:00;30.0
2018-09-07;21:15;78.85
2018-09-07;21:30;127.7
2018-09-07;21:45;176.55
2018-09-07;21:00;225.4
2018-09-07;21:15;197.19
2018-09-07;21:30;168.98
2018-09-07;21:45;140.78
2018-09-07;21:00;112.57
2018-09-07;21:15;91.93
2018-09-07;21:30;71.28
2018-09-07;21:45;50.64
2018-09-07;22:00;30.0
2018-09-07;22:15;83.85
2018-09-07;22:30;137.7
2018-09-07;22:45;191.55
2018-09-07;22:00;245.4
2018-09-07;22:15;209.96
2018-09-07;22:30;174.53
2018-09-07;22:45;139.1
2018-09-07;22:00;103.66
2018-09-07;22:15;84.74
2018-09-07;22:30;65.83
2018-09-07;22:45;46.92
2018-09-07;23:00;28.0
2018-09-07;23:15;75.0
2018-09-07;23:30;122.0
2018-09-07;23:45;169.0
2018-09-07;23:00;216.0
2018-09-07;23:15;188.62
2018-09-07;23:30;161.24
2018-09-07;23:45;133.86
2018-09-07;23:00;106.48
2018-09-07;23:15;86.86
2018-09-07;23:30;67.24
2018-09-07;23:45;47.62
2018-09-08;00:00;28.0
2018-09-08;00:15;77.15
2018-09-08;00:30;126.3
2018-09-08;00:45;175.45
2018-09-08;00:00;224.6
2018-09-08;00:15;194.58
2018-09-08;00:30;164.56
2018-09-08;00:45;134.55
2018-09-08;00:00;104.53
2018-09-08;00:15;85.4
2018-09-08;00:30;66.26
2018-09-08;00:45;47.13
2018-09-08;01:00;28.0
2018-09-08;01:15;76.55
2018-09-08;01:30;125.1
2018-09-08;01:45;173.65
2018-09-08;01:00;222.2
2018-09-08;01:15;191.06
2018-09-08;01:30;159.92
2018-09-08;01:45;128.77
2018-09-08;01:00;97.63
2018-09-08;01:15;80.72
2018-09-08;01:30;63.82
2018-09-08;01:45;46.91
2018-09-08;02:00;30.0
2018-09-08;02:15;68.45
2018-09-08;02:30;106.9
2018-09-08;02:45;145.35
2018-09-08;02:00;183.8
2018-09-08;02:15;159.71
2018-09-08;02:30;135.62
2018-09-08;02:45;111.52
2018-09-08;02:00;87.43
2018-09-08;02:15;73.57
2018-09-08;02:30;59.72
2018-09-08;02:45;45.86
2018-09-08;03:00;32.0
2018-09-08;03:15;68.55
2018-09-08;03:30;105.1
2018-09-08;03:45;141.65
2018-09-08;03:00;178.2
2018-09-08;03:15;156.7
2018-09-08;03:30;135.19
2018-09-08;03:45;113.68
2018-09-08;03:00;92.18
2018-09-08;03:15;76.64
2018-09-08;03:30;61.09
2018-09-08;03:45;45.54
2018-09-08;04:00;30.0
2018-09-08;04:15;73.35
2018-09-08;04:30;116.7
2018-09-08;04:45;160.05
2018-09-08;04:00;203.4
2018-09-08;04:15;177.45
2018-09-08;04:30;151.5
2018-09-08;04:45;125.54
2018-09-08;04:00;99.59
2018-09-08;04:15;82.19
2018-09-08;04:30;64.8
2018-09-08;04:45;47.4
2018-09-08;05:00;30.0
2018-09-08;05:15;89.55
2018-09-08;05:30;149.1
2018-09-08;05:45;208.65
2018-09-08;05:00;268.2
2018-09-08;05:15;227.64
2018-09-08;05:30;187.08
2018-09-08;05:45;146.51
2018-09-08;05:00;105.95
2018-09-08;05:15;86.46
2018-09-08;05:30;66.97
2018-09-08;05:45;47.49
2018-09-08;06:00;28.0
