Costid;Load (kW);DateTime;DateTime.1;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8
3;73.195;2024-07-07 20:00:00;2024-07-07 20:00:00;Sunday;7;2024;20:00:00;2024-07-07
3;73.01;2024-07-07 21:00:00;2024-07-07 21:00:00;Sunday;7;2024;21:00:00;2024-07-07
3;72.055;2024-07-07 22:00:00;2024-07-07 22:00:00;Sunday;7;2024;22:00:00;2024-07-07
3;50.08;2024-07-07 23:00:00;2024-07-07 23:00:00;Sunday;7;2024;23:00:00;2024-07-07
3;18.955;2024-07-08 00:00:00;2024-07-08 00:00:00;Monday;7;2024;00:00:00;2024-07-08
3;13.829999999999998;2024-07-08 01:00:00;2024-07-08 01:00:00;Monday;7;2024;01:00:00;2024-07-08
3;10.395;2024-07-08 02:00:00;2024-07-08 02:00:00;Monday;7;2024;02:00:00;2024-07-08
3;13.79;2024-07-08 03:00:00;2024-07-08 03:00:00;Monday;7;2024;03:00:00;2024-07-08
3;56.294999999999995;2024-07-08 04:00:00;2024-07-08 04:00:00;Monday;7;2024;04:00:00;2024-07-08
3;54.25;2024-07-08 05:00:00;2024-07-08 05:00:00;Monday;7;2024;05:00:00;2024-07-08
3;54.120000000000005;2024-07-08 06:00:00;2024-07-08 06:00:00;Monday;7;2024;06:00:00;2024-07-08
3;61.98;2024-07-08 07:00:00;2024-07-08 07:00:00;Monday;7;2024;07:00:00;2024-07-08
3;62.364999999999995;2024-07-08 08:00:00;2024-07-08 08:00:00;Monday;7;2024;08:00:00;2024-07-08
3;57.21000000000001;2024-07-08 09:00:00;2024-07-08 09:00:00;Monday;7;2024;09:00:00;2024-07-08
3;52.724999999999994;2024-07-08 10:00:00;2024-07-08 10:00:00;Monday;7;2024;10:00:00;2024-07-08
3;62.515;2024-07-08 11:00:00;2024-07-08 11:00:00;Monday;7;2024;11:00:00;2024-07-08
3;63.835;2024-07-08 12:00:00;2024-07-08 12:00:00;Monday;7;2024;12:00:00;2024-07-08
3;61.54;2024-07-08 13:00:00;2024-07-08 13:00:00;Monday;7;2024;13:00:00;2024-07-08
3;49.915000000000006;2024-07-08 14:00:00;2024-07-08 14:00:00;Monday;7;2024;14:00:00;2024-07-08
3;55.585;2024-07-08 15:00:00;2024-07-08 15:00:00;Monday;7;2024;15:00:00;2024-07-08
3;36.425;2024-07-08 16:00:00;2024-07-08 16:00:00;Monday;7;2024;16:00:00;2024-07-08
3;45.485;2024-07-08 17:00:00;2024-07-08 17:00:00;Monday;7;2024;17:00:00;2024-07-08
3;78.16;2024-07-08 18:00:00;2024-07-08 18:00:00;Monday;7;2024;18:00:00;2024-07-08
3;74.17;2024-07-08 19:00:00;2024-07-08 19:00:00;Monday;7;2024;19:00:00;2024-07-08
3;55.29;2024-07-08 20:00:00;2024-07-08 20:00:00;Monday;7;2024;20:00:00;2024-07-08
3;18.72;2024-07-08 21:00:00;2024-07-08 21:00:00;Monday;7;2024;21:00:00;2024-07-08
3;20.18;2024-07-08 22:00:00;2024-07-08 22:00:00;Monday;7;2024;22:00:00;2024-07-08
3;14.139999999999999;2024-07-08 23:00:00;2024-07-08 23:00:00;Monday;7;2024;23:00:00;2024-07-08
3;49.795;2024-07-09 00:00:00;2024-07-09 00:00:00;Tuesday;7;2024;00:00:00;2024-07-09
3;38.839999999999996;2024-07-09 01:00:00;2024-07-09 01:00:00;Tuesday;7;2024;01:00:00;2024-07-09
3;12.105;2024-07-09 02:00:00;2024-07-09 02:00:00;Tuesday;7;2024;02:00:00;2024-07-09
3;5.5600000000000005;2024-07-09 03:00:00;2024-07-09 03:00:00;Tuesday;7;2024;03:00:00;2024-07-09
3;20.67;2024-07-09 04:00:00;2024-07-09 04:00:00;Tuesday;7;2024;04:00:00;2024-07-09
3;52.41499999999999;2024-07-09 05:00:00;2024-07-09 05:00:00;Tuesday;7;2024;05:00:00;2024-07-09
3;51.645;2024-07-09 06:00:00;2024-07-09 06:00:00;Tuesday;7;2024;06:00:00;2024-07-09
3;49.875;2024-07-09 07:00:00;2024-07-09 07:00:00;Tuesday;7;2024;07:00:00;2024-07-09
3;33.81;2024-07-09 08:00:00;2024-07-09 08:00:00;Tuesday;7;2024;08:00:00;2024-07-09
3;41.025000000000006;2024-07-09 09:00:00;2024-07-09 09:00:00;Tuesday;7;2024;09:00:00;2024-07-09
3;41.045;2024-07-09 10:00:00;2024-07-09 10:00:00;Tuesday;7;2024;10:00:00;2024-07-09
3;69.75;2024-07-09 11:00:00;2024-07-09 11:00:00;Tuesday;7;2024;11:00:00;2024-07-09
3;72.15;2024-07-09 12:00:00;2024-07-09 12:00:00;Tuesday;7;2024;12:00:00;2024-07-09
3;66.73;2024-07-09 13:00:00;2024-07-09 13:00:00;Tuesday;7;2024;13:00:00;2024-07-09
3;63.105;2024-07-09 14:00:00;2024-07-09 14:00:00;Tuesday;7;2024;14:00:00;2024-07-09
3;52.41;2024-07-09 15:00:00;2024-07-09 15:00:00;Tuesday;7;2024;15:00:00;2024-07-09
3;39.325;2024-07-09 16:00:00;2024-07-09 16:00:00;Tuesday;7;2024;16:00:00;2024-07-09
3;39.73500000000001;2024-07-09 17:00:00;2024-07-09 17:00:00;Tuesday;7;2024;17:00:00;2024-07-09
3;38.964999999999996;2024-07-09 18:00:00;2024-07-09 18:00:00;Tuesday;7;2024;18:00:00;2024-07-09
3;44.84;2024-07-09 19:00:00;2024-07-09 19:00:00;Tuesday;7;2024;19:00:00;2024-07-09
3;89.55;2024-07-09 20:00:00;2024-07-09 20:00:00;Tuesday;7;2024;20:00:00;2024-07-09
3;56.77;2024-07-09 21:00:00;2024-07-09 21:00:00;Tuesday;7;2024;21:00:00;2024-07-09
3;15.119999999999997;2024-07-09 22:00:00;2024-07-09 22:00:00;Tuesday;7;2024;22:00:00;2024-07-09
3;10.32;2024-07-09 23:00:00;2024-07-09 23:00:00;Tuesday;7;2024;23:00:00;2024-07-09
3;28;2024-07-10 00:00:00;2024-07-10 00:00:00;Wednesday;7;2024;00:00:00;2024-07-10
3;68.69000000000001;2024-07-10 01:00:00;2024-07-10 01:00:00;Wednesday;7;2024;01:00:00;2024-07-10
3;59.309999999999995;2024-07-10 02:00:00;2024-07-10 02:00:00;Wednesday;7;2024;02:00:00;2024-07-10
3;49.38999999999999;2024-07-10 03:00:00;2024-07-10 03:00:00;Wednesday;7;2024;03:00:00;2024-07-10
3;50.71000000000001;2024-07-10 04:00:00;2024-07-10 04:00:00;Wednesday;7;2024;04:00:00;2024-07-10
3;41.17499999999999;2024-07-10 05:00:00;2024-07-10 05:00:00;Wednesday;7;2024;05:00:00;2024-07-10
3;3.5649999999999995;2024-07-10 06:00:00;2024-07-10 06:00:00;Wednesday;7;2024;06:00:00;2024-07-10
3;2.115;2024-07-10 07:00:00;2024-07-10 07:00:00;Wednesday;7;2024;07:00:00;2024-07-10
3;17.59;2024-07-10 08:00:00;2024-07-10 08:00:00;Wednesday;7;2024;08:00:00;2024-07-10
3;48.24;2024-07-10 09:00:00;2024-07-10 09:00:00;Wednesday;7;2024;09:00:00;2024-07-10
3;78.985;2024-07-10 10:00:00;2024-07-10 10:00:00;Wednesday;7;2024;10:00:00;2024-07-10
3;60.82000000000001;2024-07-10 11:00:00;2024-07-10 11:00:00;Wednesday;7;2024;11:00:00;2024-07-10
3;50.97;2024-07-10 12:00:00;2024-07-10 12:00:00;Wednesday;7;2024;12:00:00;2024-07-10
3;21.509999999999998;2024-07-10 13:00:00;2024-07-10 13:00:00;Wednesday;7;2024;13:00:00;2024-07-10
3;41.935;2024-07-10 14:00:00;2024-07-10 14:00:00;Wednesday;7;2024;14:00:00;2024-07-10
3;47.46999999999999;2024-07-10 15:00:00;2024-07-10 15:00:00;Wednesday;7;2024;15:00:00;2024-07-10
3;75.21499999999999;2024-07-10 16:00:00;2024-07-10 16:00:00;Wednesday;7;2024;16:00:00;2024-07-10
3;78.16999999999999;2024-07-10 17:00:00;2024-07-10 17:00:00;Wednesday;7;2024;17:00:00;2024-07-10
3;69.29;2024-07-10 18:00:00;2024-07-10 18:00:00;Wednesday;7;2024;18:00:00;2024-07-10
3;25.900000000000002;2024-07-10 19:00:00;2024-07-10 19:00:00;Wednesday;7;2024;19:00:00;2024-07-10
3;27.165;2024-07-10 20:00:00;2024-07-10 20:00:00;Wednesday;7;2024;20:00:00;2024-07-10
3;42.655;2024-07-10 21:00:00;2024-07-10 21:00:00;Wednesday;7;2024;21:00:00;2024-07-10
